GTEx_bladder	GTEx_prostate	GTEx_thyroid	TCGA_bladder	TCGA_prostate	TCGA_thyroid
AGTPBP1	4.6047	7.4403	3.653	160.693	270.301	362.3086
AGTR1	2.1595	4.1262	1.5157	81.2425	63.2757	22.3146
AGTR2	0	0	0	0	0.3245	0.4057
AGTRAP	13.8006	60.32	17.3841	356.6308	1367.4049	858.0992
AGXT	0.0316	0.0544	0	0.5974	0.649	0
AGXT2	0.0249	0	0	0	0	0
AHCTF1	8.0211	4.6967	7.8623	1453.405	1288.8781	1166.8526
AHCY	34.0935	93.1458	58.0022	2676.822	3293.9077	3247.7939
AHCYL1	37.4075	19.9471	46.7186	3284.9462	3774.8033	3073.334
AHCYL2	8.2984	5.242	25.994	947.4313	983.5321	1901.6127
AHDC1	7.8488	5.5236	22.0259	808.8411	1025.3914	821.1786
AHI1	5.8418	8.5285	7.2071	513.7395	458.1812	352.977
AHNAK	94.436	38.1859	18.5245	38671.4456	55606.068	20648.3416
AHNAK2	0.9213	0.8677	0.2496	362.6045	2308.1042	123.7448
AHR	41.7193	4.2724	7.5399	12976.1051	3678.105	2037.1234
AHRR	2.3882	0.3543	0.3366	241.9355	18.8205	18.2574
AHSA1	26.2709	26.2687	23.7876	1317.2043	1455.9909	1276.3972
AHSA2	64.554	57.423	85.2804	746.1171	256.6723	945.3291
AHSG	0.0687	0.0237	0.1922	0	0	0
AHSP	0	0.0722	0.0733	0	0.3245	0.4057
AICDA	0	0	0.0292	0	0	185.8201
AIDA	6.5561	4.8653	4.6066	679.2115	686.3762	814.3828
AIF1	14.7267	4.5081	1.7993	137.3955	325.1399	482.4019
AIF1L	3.2398	4.9546	25.1088	245.5197	658.7166	5377.8274
AIFM1	9.9566	8.7582	8.5557	627.8375	584.0837	672.2791
AIFM2	3.4769	2.8319	6.5693	358.4229	320.2726	567.6032
AIFM3	1.4273	1.7089	0.3721	61.5293	17.555	10.9545
AIG1	6.6415	3.7466	5.5218	1195.9379	510.0998	900.2941
AIM1	38.4927	23.0485	4.4711	5090.8005	4117.1412	941.2719
AIM1L	2.9235	0.3697	0.0165	1597.3716	49.3226	4.4629
AIM2	1.1435	0.0808	0.0307	186.3799	8.1123	198.3974
AIMP1	19.9046	18.5985	19.6699	1255.7168	1016.4484	1010.5569
AIMP2	6.6755	4.383	8.1989	267.3656	249.5498	477.5008
AIP	32.3269	34.8789	33.512	762.2461	1007.5444	2022.9232
AIPL1	0	0.0102	0	0	0.3245	0
AIRE	0.1757	0	0.0328	0	0.649	2.0286
AJAP1	0.1045	0.1669	0.0531	175.0299	56.7859	31.2405
AK1	6.3832	7.7556	44.7276	290.3226	357.589	1130.3378
AK2	16.0277	18.1294	32.0833	1366.7861	1354.4252	2281.773
AK3	37.5929	28.6985	31.8117	2655.3166	1820.7187	1870.3722
AK5	0.3893	0.9341	0.1008	28.6738	61.0043	7.7087
AK7	0.3549	0.253	0.4406	4.1816	36.992	48.2808
AKAP1	25.0945	20.0279	28.7386	879.3309	2268.5163	1960.848
AKAP10	11.9883	8.0007	13.6305	267.6225	593.8184	549.3458
AKAP11	9.6088	4.4394	8.766	967.1446	2259.106	1510.9037
AKAP12	13.9534	9.5861	9.3783	10398.4468	3094.6702	1803.4283
AKAP13	13.0581	6.3755	21.9221	4615.8901	4064.8982	4478.7504
AKAP14	0	0	0	0.5974	0.3245	0
AKAP2	0.2109	0.0182	0.129	1882.2879	1168.1415	1911.8531
AKAP3	0.8592	0.6253	0.8589	3.5842	32.1246	77.4926
AKAP4	0.0387	0.0266	0.027	0.5974	0	0
AKAP5	0.2711	0.3438	0.5686	28.0765	59.3818	149.3052
AKAP6	0.3797	0.4148	0.6956	83.0346	203.4558	254.7926
AKAP7	14.6995	2.5912	1.4308	91.3978	370.2442	249.1125
AKAP8	19.5767	18.1407	18.5262	1139.7849	817.7172	829.6988
AKAP8L	34.7267	58.7974	56.0039	1370.9677	781.6987	1137.6407
AKAP9	11.1912	7.5477	9.721	1092.5926	2797.112	1792.0682
AKIRIN1	15.3875	20.2838	32.1386	3172.043	1403.0989	1634.2428
AKIRIN2	20.9824	8.5982	14.5332	895.46	499.3916	923.8259
AKNA	10.1938	4.337	2.2202	1492.8315	1224.3044	2995.4356
AKNAD1	0.0741	0.017	0.0086	0	0.649	2.0286
AKR1A1	29.0664	48.6945	38.6765	1393.6679	1834.0229	2437.5697
AKR1B1	36.8097	13.4779	27.4037	1698.9247	1398.556	1339.6896
AKR1B10	9.8797	0.1629	0	227.0012	1.9469	0.8114
AKR1B15	0.7507	0.0602	0	4.779	0.649	1.6229
AKR1C1	16.0598	0.5558	4.3378	5774.1935	263.4867	185.8201
AKR1C2	82.8142	0.9385	1.5931	8480.2867	143.425	108.3274
AKR1C3	73.3007	0.7832	6.9999	4497.0131	193.3966	139.5679
AKR1C4	0.1458	0	0	0	0	0
AKR1CL1	0	0	0	0.5974	0	0
AKR1D1	0	0.0223	0.0076	0	0	0
AKR1E2	0.6337	0.5543	0.5453	10.1553	14.6021	8.5201
AKR7A2	25.9933	33.2497	22.8597	660.693	1005.922	1063.3939
AKR7A3	0.9646	2.2079	1.9628	4.1816	7.1388	13.3888
AKR7L	0.2447	0.6233	0.61	5.3763	3.2449	7.303
AKT1	30.7386	44.9019	39.9576	3591.9952	3937.3732	2818.9472
AKT1S1	11.8884	17.0284	11.7572	765.233	854.7092	953.0378
AKT2	19.4074	25.2372	62.2692	2540.0239	2460.2904	4078.7098
AKT3	6.6112	6.4958	5.3094	511.9474	1555.2851	922.2031
AKTIP	8.3278	4.1009	8.8876	347.3895	704.5218	748.3477
ALAD	17.463	60.4482	14.0204	772.9988	1672.4264	1648.8488
ALAS1	41.172	15.7122	19.7393	6140.3823	1036.0996	1038.6449
ALAS2	0.0319	0.044	0.0781	0	0.3245	1.2172
ALB	0.4368	1.1146	0.9079	1.1947	2.5959	15.8231
ALCAM	35.6707	28.7137	36.8852	1931.8996	3873.124	2288.2645
ALDH16A1	22.1178	10.5969	14.3477	655.914	493.5507	778.1722
ALDH18A1	12.8682	17.1046	30.6465	1166.0693	1603.9588	1639.5172
ALDH1A1	39.1505	14.214	62.9536	1243.7276	1994.3214	7024.6475
ALDH1A2	3.0204	5.8071	0.0223	438.4707	683.0535	64.5096
ALDH1A3	12.3879	33.2142	0.4155	11397.3835	7212.5546	226.2501
ALDH1B1	5.8984	2.8535	3.3312	807.6464	1438.1439	1100.7202
ALDH1L1	38.9606	9.9719	0.5605	4077.0609	1121.7652	40.5721
ALDH1L2	0.9192	0.2259	0.827	37.037	293.0153	152.1452
ALDH2	67.2004	64.8245	35.8973	2342.2939	4295.2868	3195.4559
ALDH3A1	12.5768	1.2075	0.2464	287.3357	66.5206	15.0117
ALDH3A2	26.0889	50.9602	39.2738	1215.0538	3577.8373	2892.7883
ALDH3B1	10.5031	2.5252	0.7708	404.4205	446.1751	261.6898
ALDH3B2	3.9073	3.7051	0	151.135	244.9907	0.8114
ALDH4A1	35.7482	67.9066	4.6492	4305.8542	2122.8198	365.96
ALDH5A1	16.7505	6.5288	12.4979	1376.3441	786.8906	1249.6196
ALDH6A1	7.9546	6.7097	3.8865	173.0406	1000.9929	343.6576
ALDH7A1	20.1545	16.6593	6.0672	1425.9259	1564.6954	1500.355
ALDH8A1	0.4724	0.3822	0.0862	1.1947	4.5429	16.6345
ALDH9A1	32.7426	34.2088	51.6952	1250.2987	2508.3151	4500.2536
ALDOA	235.9865	154.7743	175.97	31939.0681	12492.5773	13639.1115
ALDOB	0.2283	0.0994	0.0588	0	0.649	4.0572
ALDOC	5.7922	11.4414	0.952	245.5197	445.2016	261.2841
ALG1	4.6224	3.3514	5.6041	248.7575	487.4957	576.026
ALG10	1.8894	0.445	0.8862	74.0741	134.9882	87.6357
ALG10B	1.6481	0.4148	1.0034	105.7348	319.9481	319.3022
ALG11	0.6215	0.2489	0.4639	5.9737	9.7347	15.8231
ALG12	13.3928	23.2908	19.488	346.4755	678.8351	810.6299
ALG13	9.6625	10.8155	10.2015	678.0167	518.861	714.0684
ALG14	6.1673	4.1566	10.9221	112.9032	155.7557	237.7523
ALG1L	19.2453	2.1685	1.2534	196.5293	24.5997	37.8456
ALG1L2	0.2045	0.1794	0.416	0	0	0.4057
ALG2	10.6941	12.9489	12.1132	884.1099	941.6728	1027.2847
ALG3	15.8833	17.75	14.4188	574.6714	467.5915	481.1847
ALG5	12.7399	8.0584	16.6499	619.4743	581.8123	801.2983
ALG6	3.0227	3.1535	2.7123	221.6249	242.3947	262.0955
ALG8	7.572	6.859	9.7954	455.1971	502.6365	580.992
ALG9	2.0491	2.2166	2.9797	492.8315	505.2324	450.3499
ALK	0.0257	0.0059	0.1496	1.7921	0.3245	2.4343
ALKBH1	6.9077	4.1896	4.7497	218.638	188.2048	258.8498
ALKBH2	7.4575	6.1675	6.4212	289.7252	184.9598	228.8265
ALKBH3	9.3948	11.9669	6.8473	242.5329	307.9419	327.8223
ALKBH4	7.3429	4.2172	7.5294	81.2963	207.1972	309.0902
ALKBH5	29.8948	33.5314	34.0789	1642.1744	2456.5977	2636.9855
ALKBH6	7.1696	12.5197	7.2591	81.8399	73.6594	187.4429
ALKBH7	38.7544	64.5445	36.5818	689.9642	708.6882	1406.2278
ALKBH8	3.3009	1.9235	2.943	86.0215	238.5009	239.3752
ALLC	0.0908	0.1628	0	0.5974	0.3245	0
ALMS1	2.6944	2.1138	2.6107	389.4863	967.632	663.759
ALMS1P	0.7123	0.4295	0.3735	0.5974	8.1123	2.4343
ALOX12	1.1678	0.6746	1.0206	4.779	6.4898	7.3273
ALOX12B	0.033	1.8329	0	12.5448	2.2714	0.4057
ALOX12P2	1.5476	4.248	2.6491	117.6822	38.2899	45.4407
ALOX15	0.4471	0.1664	0.0063	6.5711	10.7082	5.2744
ALOX15B	1.9894	64.4011	6.9316	42.4134	3530.4616	144.4366
ALOX5	65.9324	6.9351	0.9053	4400.2389	974.4463	788.721
ALOX5AP	13.6309	0.9515	2.0224	293.9068	212.5416	529.0597
ALOXE3	0.1024	0.2281	0	26.2843	5.5163	3.2458
ALPI	0	0	0	0	0	0
ALPK1	5.0269	4.0174	4.0678	440.2628	435.4669	574.5005
ALPK2	0.086	0.1802	0.005	32.8554	8.1123	184.6029
ALPK3	0.7203	0.5113	8.4748	199.5221	151.8618	208.1347
ALPL	3.5473	6.7213	20.8719	253.2855	242.0703	170.4027
ALPP	0.2974	0.1435	0	1.7921	2.2714	0
ALPPL2	0	0.0244	0	0	0	0.4057
ALS2	3.5759	3.5209	4.5037	384.1099	537.6815	443.8584
ALS2CL	24.074	19.3862	79.2626	2525.687	415.9974	726.6457
ALS2CR11	0.0086	0.0834	0.0846	1.1947	3.8939	2.84
ALS2CR12	0.3607	0.1657	0.5715	0.5974	0.9735	17.446
ALX1	0.0408	0.0562	0	1.1947	1.298	0
ALX3	1.5051	1.8672	2.4037	27.4791	26.9327	29.6176
ALX4	0	0.0212	0.0143	0	0.9735	0.8114
AMACR	3.691	4.5241	0.5715	108.7216	1198.6696	213.8148
AMBN	0	0	0	0	0	0
AMBP	0.0923	0.2291	0.1291	0	1.6225	6.0858
AMBRA1	7.0408	5.2644	6.5972	606.9295	1057.516	820.3672
AMD1	14.7476	358.3508	26.6297	3014.9343	5529.9749	2184.6556
AMDHD1	0.2924	0.2257	0.1063	2.3895	5.5163	16.6345
AMDHD2	8.2469	13.1228	8.2145	105.7348	170.2636	335.7338
AMELX	0	0.1702	0	0	0	0
AMELY	0	0	0.3904	0.5974	0.9735	0
AMFR	20.9256	12.3788	21.1376	2140.3823	2606.6358	2272.8471
AMH	0.3227	0.6194	0.6606	4.1816	1.298	2.4343
AMHR2	0.077	0.1167	0.0753	0	1.6225	0.8114
AMICA1	7.0939	1.2052	0.4152	376.9415	269.3275	632.5185
AMIGO1	2.651	3.2082	5.4962	20.908	286.5255	104.6759
AMIGO2	55.8135	3.836	2.1566	1041.1947	413.4015	232.8837
AMMECR1	4.8773	1.2741	2.8821	302.27	292.0419	193.5288
AMMECR1L	11.7603	7.3588	7.8587	1164.2772	663.584	551.3744
AMN	3.3824	3.0123	0.5507	17.9211	13.6286	16.6345
AMN1	2.8338	1.8283	1.5597	216.8459	185.6088	211.3805
AMOT	3.104	4.1566	1.3176	166.6667	1640.9508	318.8964
AMOTL1	6.9967	34.631	5.6945	707.2879	3658.96	876.3566
AMOTL2	15.3559	7.4234	18.821	846.4755	3647.9273	4131.8592
AMPD1	0.8076	0	0.0171	0	19.7939	69.3782
AMPD2	8.4968	10.7394	13.5885	859.0203	1273.9515	612.6382
AMPD3	7.4914	4.7424	2.0458	805.2569	460.4527	504.7165
AMPH	0.9882	0.2421	0.1459	60.9319	42.8328	5.2744
AMT	20.6436	29.3443	21.4434	672.8554	427.9289	202.8766
AMTN	0.0568	1.2332	0	0	0.9735	0.4057
AMY1A	0	0.0247	0.0752	4.1816	0.9735	76.6812
AMY2A	0.1429	0.6401	0.2747	5.9737	0.649	4.0572
AMY2B	7.8292	13.9495	23.3071	409.7969	87.0544	480.0162
AMZ1	0.0172	0.0593	0.1776	1.7921	1.6225	10.5487
AMZ2	16.664	13.5607	13.7049	807.049	967.9565	1461.8115
AMZ2P1	6.619	5.1299	2.9356	94.3847	189.8272	197.9917
ANAPC1	4.7361	3.7765	3.7879	452.8076	888.4562	527.8426
ANAPC10	3.5791	2.5593	3.0008	81.2425	94.7514	150.5224
ANAPC11	8.2181	10.5225	7.2153	788.5305	715.827	1074.754
ANAPC13	46.1808	54.0975	54.4399	636.8519	1011.8958	1459.2717
ANAPC16	29.1328	34.6743	27.5927	1347.6703	2815.9325	3265.6456
ANAPC2	17.5689	31.0467	17.8104	1056.1529	835.2397	921.7973
ANAPC4	24.1089	24.2098	13.6483	665.4719	482.8425	552.9973
ANAPC5	35.5092	36.9198	42.6887	2150.5376	1948.8927	2502.485
ANAPC7	14.0936	21.4268	14.4313	894.8626	950.7585	890.5569
ANG	1.6672	0.1915	0.1943	280.5615	516.9498	101.7629
ANGEL1	6.8029	5.8766	8.665	323.178	529.2447	567.6032
ANGEL2	6.6009	5.3971	7.3524	226.4038	610.3675	694.5938
ANGPT1	1.5002	2.7144	1.7007	43.6081	1106.5142	83.1727
ANGPT2	1.1882	0.2751	3.0696	181.601	152.5107	210.1633
ANGPT4	0.2886	0.0942	0.9558	2.9869	11.6817	6.8973
ANGPTL1	4.492	0.1849	3.7517	52.5687	162.2455	1513.3381
ANGPTL2	9.7471	8.1111	2.6104	1164.8746	1370.0008	547.3172
ANGPTL3	0.0544	0.1249	0.0253	1.7921	0	0.4057
ANGPTL4	18.1053	16.439	28.6117	6257.4671	300.8031	222.7406
ANGPTL5	0	0.0429	0.0522	9.5579	1.298	12.1716
ANGPTL6	0.7452	0.0676	0.0137	19.2115	2.7192	35.1314
ANGPTL7	0.1448	2.3854	0.1012	4.779	38.2899	2.4343
ANK1	0.1063	0.0586	0.017	19.7133	48.3492	103.4588
ANK2	0.5746	0.4856	0.296	818.399	614.9104	1517.3953
ANK3	3.9968	2.1139	2.6909	961.1708	1895.3517	1984.3798
ANKAR	1.5932	0.9315	1.3269	21.5054	65.5472	84.3899
ANKDD1A	6.8121	5.8454	4.2324	266.4277	135.6372	281.1644
ANKFN1	1.0666	0.1106	0	22.7001	38.9389	0.4057
ANKFY1	12.506	11.5688	15.9824	1139.7849	2067.0074	1269.4999
ANKH	5.2019	43.8228	6.3925	793.9068	4030.5021	1513.7438
ANKHD1	14.6274	25.1109	28.9443	1658.8292	2390.2231	2298.6753
ANKIB1	10.2026	4.7794	9.0326	902.0311	1273.627	1175.3728
ANKK1	0.7029	3.8988	0.7292	14.9343	14.9266	23.9375
ANKLE1	0.3864	0.6046	0.6353	16.129	6.8143	34.2063
ANKLE2	6.5921	7.0359	6.2343	3418.7575	1237.284	1383.5075
ANKMY1	5.0758	4.9884	3.0268	190.5615	264.7846	253.336
ANKMY2	17.3996	7.6102	10.4114	837.5149	649.3064	601.6837
ANKRA2	18.7111	14.0798	24.3606	185.1852	401.7198	476.7218
ANKRD1	0.0298	0.0615	0.3746	0.5974	23.6878	0
ANKRD10	30.9658	47.2965	33.5606	1609.08	995.9925	1909.9706
ANKRD11	14.2718	9.3623	8.7992	2993.6201	3289.0533	2878.5232
ANKRD12	8.4859	4.2356	6.9434	1231.1828	1833.3739	1519.8296
ANKRD13A	13.178	9.361	26.044	679.2115	1560.477	2526.4226
ANKRD13B	4.4229	4.2886	0.9755	93.19	78.2023	59.2352
ANKRD13C	6.3394	5.0492	5.6375	703.1063	671.6963	594.7865
ANKRD13D	19.1837	28.0069	13.5897	796.8937	491.9283	548.1286
ANKRD16	4.5505	3.2972	2.9744	84.2294	149.5709	156.9165
ANKRD17	13.0843	10.0126	10.5828	2265.8303	3207.9176	1644.3858
ANKRD2	0.0976	0.4439	0.2456	2.3895	2.5959	0.8114
ANKRD20A3	0	0.0682	0.0692	17.9211	6.8143	9.7373
ANKRD20A4	0.0427	0.0736	0.1941	4.1816	1.298	4.4629
ANKRD22	9.9934	2.2957	0.0713	841.6965	283.6051	48.2808
ANKRD23	1.9733	7.102	2.2482	28.0765	50.2961	49.4979
ANKRD24	0.7505	6.3745	1.436	61.5293	47.0512	55.9895
ANKRD26	2.0515	1.771	2.7011	92.5926	265.4336	209.7576
ANKRD26P1	0	0.019	0	0	0	0.4057
ANKRD27	8.9229	7.2205	5.2891	826.7622	1081.8528	977.7868
ANKRD28	7.2802	4.1573	7.6681	1071.0872	1102.9448	1195.6588
ANKRD29	1.5967	3.8179	0.5293	42.4134	211.8926	135.9164
ANKRD30A	0	0	0	0	0	0
ANKRD30B	0	0.0609	0	0	0	0
ANKRD31	0.0579	0.0632	0.081	1.1947	3.8939	1.6229
ANKRD32	0.8411	1.0136	0.9732	22.1027	128.8229	195.9631
ANKRD33	0	0	0	0	0	0.4057
ANKRD34A	0.7178	1.4391	0.4562	16.7264	47.3757	28.8062
ANKRD34B	0	0.1513	0	0	3.2449	4.8686
ANKRD34C	0	0	0	0	0.9735	0.4057
ANKRD35	7.3149	5.3814	0.1109	84.2294	321.5705	31.2405
ANKRD36	0.832	1.0648	1.3243	133.2139	121.0351	249.9239
ANKRD36B	0.4535	0.6625	0.4471	17.9211	21.7409	27.9947
ANKRD36BP1	2.4338	0.8329	2.8243	43.6081	171.9802	81.9556
ANKRD37	4.9089	5.0746	3.0076	217.73	233.442	319.9757
ANKRD39	9.1803	9.2925	8.5576	93.19	139.2066	154.1739
ANKRD40	13.185	8.7889	12.2847	1580.0478	1434.25	1055.2794
ANKRD42	3.1215	1.7377	5.2951	427.1207	313.7828	379.7545
ANKRD44	1.5068	0.2888	0.4176	66.3082	142.127	207.729
ANKRD45	0.163	0.1263	0.1424	1.7921	24.9858	10.9545
ANKRD46	3.8259	3.5331	4.6809	273.1541	482.0995	603.473
ANKRD49	9.1203	10.3057	16.7964	121.8638	264.4601	494.9792
ANKRD50	11.1497	4.478	4.2734	4046.595	1985.8846	366.7715
ANKRD52	7.2826	4.2992	8.4704	1200.1195	1393.6887	1036.6163
ANKRD53	0.8639	1.1535	2.2083	40.0239	27.9062	78.7098
ANKRD54	4.7295	14.3695	14.7129	223.417	248.8846	626.4327
ANKRD55	0.1781	0.0273	0	2.9869	1.9469	14.2002
ANKRD6	1.9391	1.0839	1.6618	173.1541	324.9939	269.2687
ANKRD7	0.076	0.1048	0.3454	0.5974	0.9735	2.0286
ANKRD9	8.0779	11.2294	3.3692	311.828	99.6187	112.7903
ANKS1A	22.9889	6.8822	10.1285	1432.497	1548.1463	836.1903
ANKS1B	0.1004	0.1362	0.3964	15.5317	49.6471	108.7331
ANKS3	6.1878	17.496	9.2733	215.0538	288.148	389.8976
ANKS4B	0.0401	0.0622	0	0	0.9735	0
ANKS6	4.3792	1.8145	14.5668	281.9594	269.652	862.1564
ANKZF1	31.0538	37.4071	29.2134	382.3178	518.2121	854.4477
ANLN	1.3831	0.1367	0.0938	17.9211	98.6453	65.7267
ANO1	1.93	5.0321	7.1235	521.5054	3218.6258	1486.1548
ANO10	7.034	4.2235	7.5287	620.6691	601.6062	680.3935
ANO2	0.7006	0.4254	0.4384	17.3238	29.5287	10.5487
ANO3	0.0079	0	0.1161	9.5579	3.5694	12.1716
ANO4	1.1612	1.7752	0.0783	108.7216	165.1659	4.8686
ANO5	0.2945	0.3177	1.6115	39.4265	501.3385	226.3921
ANO6	23.5543	2.7322	4.7739	2369.1756	2799.059	1026.4733
ANO7	0.2496	98.0399	0.4966	12.5448	1161.0286	10.143
ANO8	7.8363	5.7817	9.5685	188.172	256.6723	195.5574
ANO9	21.0646	15.0922	4.8847	504.1816	165.1659	378.5374
ANP32A	17.3924	20.3607	10.345	1715.0538	2539.4662	2181.56
ANP32B	75.3528	41.047	35.0952	1955.1971	2160.7853	3615.7825
ANP32C	0	0	0	2.3895	1.298	3.2458
ANP32D	0	0	0.104	0	0	0
ANP32E	10.1335	5.1323	12.3197	565.7109	1174.9817	1661.8318
ANPEP	7.2292	111.512	2.8629	1012.5448	4470.5119	174.0542
ANTXR1	12.488	16.2511	12.7804	3867.3835	5952.1376	2467.1873
ANTXR2	16.5943	14.2699	1.2293	1820.7885	4737.8924	684.4508
ANTXRL	0.1361	0.0782	0.2062	0	0.3245	0
ANXA1	44.7838	18.7543	37.8382	30658.9008	4415.3484	13526.7268
ANXA10	5.1549	0	0	3195.3405	0	0
ANXA11	41.446	33.7737	14.5727	11528.0765	5197.6961	3201.136
ANXA13	0	0.1009	0	0	7.7878	0
ANXA2	112.5575	58.8954	25.2325	21065.7109	9725.6429	7459.5801
ANXA2P1	0.3181	0.2411	0.3336	66.9056	42.5083	49.4979
ANXA2P2	66.8659	24.2653	16.1119	8009.5579	3932.5059	2836.3931
ANXA2P3	0	0	0.0409	7.1685	2.2714	9.7373
ANXA3	6.7242	34.5093	18.9652	114.6953	1254.8065	2018.0546
ANXA4	30.524	12.1399	22.2665	1902.0311	2362.2942	1811.137
ANXA5	105.1928	116.9309	201.0101	5619.4743	5772.0451	4658.4846
ANXA6	25.5691	10.9869	27.3808	1875.7467	4685.9739	5284.9173
ANXA7	47.7243	34.3899	62.4706	3565.7109	3162.8133	3542.3471
ANXA8	2.3337	0.7492	0	4877.1386	698.3045	1.3997
ANXA8L1	4.0115	1.0512	0	0.9976	0	0.2231
ANXA8L2	5.0945	5.1403	0.0107	1635.6033	142.776	2.0286
ANXA9	9.0005	1.9343	8.2999	239.546	127.2005	324.1708
AOAH	3.3914	0.2331	0.4985	128.4349	175.5496	325.7937
AOC2	1.3856	1.0161	0.372	163.6798	10.3837	17.8517
AOC3	12.6604	3.5353	2.8801	1605.7348	3334.4691	291.7132
AOX1	13.7089	24.2578	0.4303	410.9916	1920.3375	451.5671
AOX2P	0.0178	0.1229	0	0	0	0
AP1AR	12.754	4.5362	5.264	459.3787	381.6014	410.5893
AP1B1	39.2314	67.3965	35.7437	4225.2091	4230.7131	2733.3401
AP1G1	14.2469	13.9798	15.6796	2563.3214	2409.3453	2049.7008
AP1G2	122.2378	93.5892	79.4639	3539.4803	1040.1428	1252.3258
AP1M1	13.5893	12.2913	12.5306	968.9367	805.0621	1037.4277
AP1M2	33.1079	35.1854	45.6383	1184.5878	1101.9713	1355.5127
AP1S1	25.4152	24.7566	14.8117	685.7826	544.4958	502.6879
AP1S2	4.2406	2.6007	5.6069	177.4194	385.4953	470.2302
AP1S3	3.8501	1.3409	2.5091	2178.0167	341.689	763.1606
AP2A1	23.1776	13.8086	20.9042	1770.7109	1986.7348	1467.0575
AP2A2	17.3258	22.0606	11.3974	1569.2951	1756.145	1247.591
AP2B1	31.4394	28.4569	35.9255	5232.3775	5334.9558	4690.1308
AP2M1	99.8349	98.2177	66.6094	7163.6798	5958.6274	4682.4222
AP2S1	28.4603	45.8079	25.2467	611.7085	764.8252	761.132
AP3B1	10.5795	4.8731	12.7223	1051.9713	1203.8614	1220.002
AP3B2	1.8248	1.843	1.328	74.6714	98.3208	62.0753
AP3D1	29.6398	41.905	33.6295	3415.7706	3334.7935	3163.8097
AP3M1	15.8878	12.181	12.6658	1229.9881	1516.3462	1019.9817
AP3M2	7.1753	4.2635	5.0937	681.0036	474.0813	485.6476
AP3S1	38.4913	16.1404	32.9194	742.5329	721.3434	960.7465
AP3S2	1.0151	0.9902	1.1246	692.1027	1547.3351	1351.2243
AP4B1	4.6805	5.9967	7.3266	228.4827	302.325	511.5935
AP4E1	4.3185	1.4757	3.2067	320.1912	353.3706	283.193
AP4M1	11.7368	15.545	13.1057	184.5878	286.347	308.9076
AP4S1	1.1398	0.901	1.6593	79.4504	101.2412	123.3391
APAF1	3.4184	1.04	1.4727	338.1123	634.3798	548.5343
APBA1	2.5514	0.7642	0.8414	218.638	359.536	80.7384
APBA2	0.8349	0.4199	1.8024	75.8662	170.0333	174.4599
APBA3	9.5812	8.9607	9.6161	227.5986	246.6131	425.601
APBB1	10.1896	14.4887	12.2378	339.9044	1073.0916	863.3736
APBB1IP	4.4909	0.6017	1.2673	115.2927	192.4231	888.1225
APBB2	5.551	2.4288	16.1588	524.4922	897.542	2338.9796
APBB3	13.7143	16.5798	22.9946	267.0251	232.011	528.2483
APC	3.2146	2.5877	2.7899	320.7885	1094.8325	612.6382
APC2	0.2319	0.1929	0.1454	6.5711	5.8571	6.9257
APCDD1	60.8929	40.357	2.3509	2793.9068	2829.8856	91.2871
APCDD1L	0.0448	0.3038	0.0104	30.4659	10.7082	0
APCS	0	0	0	0	0	0
APEH	32.1373	34.5633	52.7456	2016.129	1812.931	2190.0801
APEX1	53.0441	32.3424	45.3413	2149.9403	1898.9211	2493.9649
APEX2	8.272	4.9235	4.7025	658.3035	440.3342	466.173
APH1A	64.2428	53.9553	54.1953	4505.9737	3587.8965	4495.3849
APH1B	6.9543	5.7738	10.6963	364.994	644.439	1103.5602
API5	23.588	20.0033	28.9504	1863.7993	2378.1942	2041.5864
APIP	3.2992	8.025	6.3053	408.6022	387.5688	542.1686
APLF	1.3764	0.6311	0.6518	108.7216	66.8451	73.4354
APLN	0.2744	0.6808	0.1791	5.3763	62.6268	15.4174
APLNR	0.3703	0.3439	0.9004	60.9319	106.433	303.0733
APLP1	0.1908	1.0644	0.3874	12.5448	79.8248	33.6748
APLP2	135.3392	85.6963	267.4856	14480.8841	19232.9034	26131.2506
APOA1	0.3309	0.5559	1.851	4.1816	1.6225	45.8464
APOA1BP	18.1626	45.9317	33.6841	1070.4898	1130.851	1336.4439
APOA2	0.0825	0.2274	0	0	0	0
APOA4	0	0	0.1401	0	0.3245	0.8114
APOA5	0	0.0628	0.0319	0	0	1.2172
APOB	0.0258	0.0246	0	5.9737	53.2165	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0.1279	0.0529	0.2147	1.1947	5.8408	2.84
APOBEC3A	0.1172	0.1111	0.2971	797.2401	24.6613	6.4915
APOBEC3B	1.1496	0.2784	0.2281	194.3967	25.3103	148.088
APOBEC3C	32.1163	30.9947	3.8927	519.1159	645.4125	553.8087
APOBEC3D	4.8834	3.8359	1.3821	143.9665	126.876	305.5077
APOBEC3F	4.0179	5.1872	1.509	177.4194	363.1054	345.2683
APOBEC3G	12.3461	13.4254	4.3263	359.6177	447.7975	1007.4044
APOBEC3H	0.7731	0.4262	0.0901	7.7658	5.1919	33.6748
APOBEC4	0	0.0306	0	0	0.9735	0.4057
APOC1	3.6607	1.9128	0.6691	164.8746	83.0697	448.7271
APOC1P1	0	0	0	0	0	0.4057
APOC2	0	0	0	8.9606	15.2511	60.0467
APOC3	0.136	0.0469	0	0	0.3245	0
APOD	59.8813	11.0561	6.2416	1163.0824	3919.8507	307.1305
APOE	38.2394	11.037	36.5061	846.4755	941.0238	4430.0639
APOF	0	0.4971	0.012	0	15.9001	0.4057
