GENE	GTEx_bladder	GTEx_prostate	GTEx_thyroid
659	RP11-293F5.8	0	0	0
660	RP11-293F5.1	0	0	0
661	NBPF2P	1.4934	0.486	1.4501
662	HS6ST1P1	3.625	2.3011	0.5669
663	CROCCP5	0	0	0
664	NBPF3	5.1885	2.1783	1.6626
665	PFN1P10	0.4504	0	0.063
666	ALPL	3.5473	6.7213	20.8719
667	RP11-63N8.3	0	0.0247	0.1756
668	AL359815.1	0	0	0
669	RAP1GAP	6.8655	16.8065	120.7957
670	USP48	12.9618	9.8913	14.7241
671	RP11-132G19.3	0	0	0.1341
672	LDLRAD2	0.4454	0.2865	0.083
673	HSPG2	17.3274	8.8562	15.1303
674	RP11-26H16.1	0.122	0	0
675	CELA3B	0.6307	0.7245	0.5078
676	RN7SL421P	0	0	0
677	RN7SL386P	0	0	0
678	RNU6-1022P	0	0	0
679	CELA3A	1.901	1.7247	2.2543
680	RN7SL768P	0	0	0
681	RN7SL186P	0	0	0
682	RNU6-776P	0	0	0
683	RP1-224A6.3	0.0958	0	0.0335
684	LINC00339	10.7761	10.0638	12.6385
685	CDC42	76.5108	40.679	38.9939
686	CDC42-IT1	0.0851	0.3227	0.0595
687	RP1-224A6.8	0.4225	0.3328	0.1266
688	RP1-224A6.9	0.2363	1.0583	0.3304
689	WNT4	6.1678	3.9907	2.3971
690	MIR4418	0	0	0
691	RP11-415K20.1	0	0	0
692	ZBTB40	9.1223	9.0409	11.9699
693	ZBTB40-IT1	0.8631	0.2974	1.056
694	EPHA8	0.011	0	0
695	C1QA	50.9413	6.3992	7.0258
696	C1QC	54.1853	6.0059	8.5298
697	C1QB	63.5795	8.127	8.3731
698	EPHB2	3.3165	0.8163	5.2673
699	MIR4684	0	0	0
700	AL611946.1	0	0	0
701	RP11-69E9.1	0	0	0
702	MIR4253	0	0	0
703	LACTBL1	0	0	0
704	C1orf234	0.1935	0.2333	0
705	KDM1A	32.8938	31.1707	25.5589
706	RP1-184J9.2	2.4766	1.4325	1.8551
707	MIR3115	0	0	0
708	MIR4419A	0	0	0
709	LUZP1	8.3651	5.0376	6.341
710	RP5-979D14.1	0.072	0.0744	0.1007
711	RNU6-514P	0	0.1897	0
712	RNU6-135P	0	0	0
713	HTR1D	1.406	0.1852	0
714	RP5-1057J7.1	0	0	0
715	RP5-1057J7.6	7.688	9.728	12.0396
716	HNRNPR	17.653	12.1731	16.1725
717	ZNF436	17.6242	5.2875	14.8271
718	C1orf213	0	0	0
719	Y_RNA	0.3167	1.0913	2.8784
720	RP5-1057J7.7	0.1813	2.1548	0.9187
721	TCEA3	23.6891	29.9927	16.1133
722	RP4-654C18.1	0	0.3335	0.0967
723	ASAP3	16.7475	29.5121	15.9295
724	E2F2	0.5235	0.2195	0.0604
725	RP1-150O5.3	0.6459	1.3354	0.9032
726	ID3	196.4376	159.7679	175.9186
727	MDS2	0.1375	0.0379	1.0286
728	RP11-223J15.2	0	0	0.0347
729	RPL11	363.9794	449.9091	223.4012
730	RP5-886K2.1	0	0.1432	0.0726
731	RN7SL532P	0.1048	0.0722	0.3664
732	TCEB3	13.522	14.1499	15.7256
733	RP5-886K2.3	10.7362	15.9435	13.2234
734	PITHD1	20.0218	31.1164	22.6454
735	LYPLA2	35.6901	41.3459	29.0311
736	GALE	18.8933	11.7275	3.4207
737	HMGCL	14.0934	16.2572	11.9422
738	FUCA1	56.0722	19.4359	30.5105
739	CNR2	0.1508	0.0148	0.0527
740	RN7SL24P	0	0	0
741	snoU13	0	0	0
742	RP11-4M23.2	0	0	0.0325
743	RP11-4M23.3	0	0	0
744	MIR378F	0	0	0
745	RP11-4M23.4	0	0	0
746	PNRC2	53.8753	31.9125	47.6728
747	SRSF10	15.6945	16.1211	29.2876
748	RP11-4M23.7	0	0	0
749	RP11-293P20.2	0	0	0
750	MYOM3	0.0566	0.1018	0.1428
751	RP11-293P20.4	0	0	0
752	IL22RA1	0.9369	1.0302	1.1849
753	IFNLR1	3.2427	4.4077	4.6554
754	RP11-10N16.2	0.1593	0.505	0
755	AL590683.1	0	0	0
756	AL590683.2	0	0	0
757	RP11-10N16.3	0.3785	0.166	0.0241
758	GRHL3	16.7416	2.4802	0.2203
759	STPG1	2.2147	2.4615	2.0384
760	NIPAL3	5.3151	15.2092	10.0998
761	RCAN3	3.4208	8.0915	2.27
762	RN7SL857P	0	0	0
763	RP4-594I10.3	0.2388	0	0.3896
764	NCMAP	0.6574	0.783	5.5001
765	RP11-496D1.2	0	0	0
766	Y_RNA	0	0	0
767	SRRM1	34.8845	32.9561	30.0829
768	snoU13	0	0	0.1961
769	CLIC4	40.4287	11.5921	20.175
770	RNU6-1208P	0	0	0
771	RUNX3	3.6393	0.4937	0.7155
772	RP11-84D1.1	0.0718	0.0495	0
773	RP11-84D1.2	0	0	0
774	MIR4425	0	0	0
775	RP4-799D16.1	0	0	0
776	RP4-781L3.1	0	0	0
777	RP4-706G24.1	0.0701	0	0
778	SYF2	23.4491	12.1671	18.6793
779	C1orf63	48.1975	45.7355	52.0008
780	RP3-465N24.6	0.1822	0.6696	0.7642
781	RP3-465N24.5	1.8609	0.0442	0
782	RHD	0.114	0	0
783	SDHDP6	0.4909	0	0.0858
784	RP11-335G20.7	4.7485	2.2996	3.0058
785	TMEM50A	28.6464	9.0544	18.6525
786	RNU6-1171P	0	0	0
787	snoU13	0	0	0
788	RHCE	0.3191	0.7587	0.1562
789	RP3-469D22.1	1.4494	0.5351	1.3028
790	AL031284.1	0	0	0
791	TMEM57	8.0287	12.8798	10.6409
792	LDLRAP1	11.1276	26.8955	13.0449
793	RP11-70P17.1	0.122	0.5043	0.5542
794	MAN1C1	3.3917	2.7721	6.5038
795	RP1-187B23.1	0.0795	0.2921	0.1018
796	SEPN1	30.3497	63.5452	39.8422
797	RP1-317E23.3	10.0094	31.4545	15.2011
798	MTFR1L	37.3122	39.9741	51.4674
799	RP1-317E23.7	56.7839	65.1932	85.892
800	AUNIP	0.1253	0.3645	0.0389
801	RP1-125I3.2	15.4032	6.6227	6.5244
802	PAQR7	18.6172	9.2227	7.2699
803	Y_RNA	0	0	0
804	STMN1	6.92	3.9975	2.6574
805	SNRPFP2	0.1173	0	0
806	RP1-125I3.4	0	0	0
807	MIR3917	8.8677	4.147	5.0926
808	AL033528.1	0	0	0
809	PAFAH2	7.8568	5.5894	11.1148
810	RNU6-110P	0	0	0
811	SCARNA17	0	0	0
812	SCARNA18	0	0	0
813	EXTL1	0.0974	0.1119	0.3404
814	SLC30A2	0.3873	0.1277	21.7044
815	TRIM63	0.2976	0.5759	0.1681
816	AL391650.1	0	0	0
817	PDIK1L	5.27	2.094	6.9595
818	FAM110D	3.8073	2.7571	2.27
819	ZNF593	4.9691	11.2597	7.4535
820	RP11-96L14.7	6.667	15.2161	10.4077
821	CNKSR1	19.0363	25.462	21.1353
822	CATSPER4	0.0145	0.02	0.1927
823	RP11-231P20.2	0.2677	0.07	3.1878
824	CEP85	4.1675	2.0003	9.0292
825	RP11-231P20.5	0	0	0.2301
826	SH3BGRL3	5.9021	3.8109	4.4068
827	UBXN11	9.1943	20.0095	40.8666
828	CD52	6.5372	1.2872	0.8789
829	AIM1L	2.9235	0.3697	0.0165
830	RP11-569G9.7	0.3405	0	0
831	RN7SL490P	0	0	0
832	ZNF683	0	0.9044	0.2424
833	LIN28A	0.0147	0.0101	0.0206
834	DHDDS	7.5676	9.397	12.1419
835	RP3-476K8.4	0.0551	0.0759	0.5389
836	RP3-476K8.3	0.2784	0.6139	0.6617
837	HMGN2	48.3768	88.9044	80.7013
838	DPPA2P2	0	0	0
839	RPS6KA1	15.1843	20.2595	25.8799
840	MIR1976	0	0	0
841	RN7SL679P	0	0	0
842	Y_RNA	0	0	0
843	RP11-492M19.3	0	0	0
844	snoU13	0	0	0
845	RP4-785J1.1	0	0	0
846	RP5-968P14.2	0.1031	0.9134	0.9575
847	ARID1A	20.5247	12.7881	23.9121
848	RN7SL501P	0	0.0728	0
849	PIGV	10.3897	7.5324	8.1527
850	RN7SL165P	0.2038	0.2107	0
851	ZDHHC18	13.0568	14.4864	11.3553
852	SFN	66.41	138.0149	0.2819
853	GPN2	8.2477	9.7855	8.9558
854	RP1-50O24.6	1.7326	3.7811	1.615
855	GPATCH3	7.2371	8.5718	6.1422
856	NUDC	26.4129	42.3006	38.9433
857	NR0B2	0.1529	0.0351	0.0356
858	C1orf172	13.7657	14.6154	13.3566
859	RP11-344H11.4	0.1185	0.1225	0.0414
860	RP11-344H11.5	0.1484	0.0511	0.1037
861	OSTCP2	0	0	0.1391
862	TRNP1	14.2646	3.8317	1.4068
863	FAM46B	5.1867	2.2116	0.9305
864	SLC9A1	34.1437	18.4331	12.4373
865	RP11-40H20.5	0	0	0
866	CHCHD3P3	0.092	0.1903	0.193
867	NPM1P39	4.824	1.4047	2.1851
868	SNRPEP7	0	0	0
869	RP11-40H20.4	0	0	0
870	WDTC1	23.7159	25.4186	25.2159
871	Y_RNA	0	0	0
872	RP11-4K3__A.3	0.4178	0.2159	0.5111
873	TMEM222	15.0206	42.1305	20.0196
874	RNU6-48P	0.2753	0	0.3849
875	RP11-4K3__A.5	0.1888	1.0843	1.144
876	SYTL1	69.3302	106.3062	20.365
877	MAP3K6	17.3188	30.859	23.0427
878	FCN3	0.7721	1.4978	68.5928
879	CD164L2	0.1732	3.8389	0.2522
880	RP1-144C9.2	0	0	0
881	GPR3	0.1532	0.3647	0.7692
882	WASF2	35.4833	23.2219	21.8784
883	RP4-752I6.1	0	0	0
884	RP1-159A19.4	0.4163	0.0717	0
885	AHDC1	7.8488	5.5236	22.0259
886	FGR	6.028	2.7228	3.2067
887	RP1-159A19.3	2.4544	1.1629	1.287
888	RP11-288L9.1	0	0	3.3619
889	IFI6	18.319	41.5123	3615.1399
890	RP11-288L9.4	0	0.1245	26.9505
891	RNU6-949P	0	0	0
892	CHMP1AP1	0	0	0
893	RNU6-424P	0	0	0
894	FAM76A	3.5411	5.7112	7.9223
895	RP3-426I6.2	0.422	0.1745	0.059
896	RPEP3	0	0.3003	0
897	STX12	16.7025	14.4032	92.0154
898	RP3-426I6.5	0	0.1103	1.6787
899	RP3-426I6.6	0	0.9612	6.9978
900	RNU6-1245P	0	0	0
901	PPP1R8	10.9466	5.4075	8.2201
902	SCARNA1	0	0	0.3721
903	THEMIS2	8.3834	0.848	14.7263
904	RPA2	23.3118	13.8239	19.9595
905	SMPDL3B	1.6988	1.8854	10.5504
906	RP11-460I13.2	0.06	0.248	0.2516
907	XKR8	3.8441	6.8303	7.5296
908	EYA3	6.6603	7.2985	6.5813
909	RP11-460I13.6	0.642	0.8296	0.505
910	RN7SL559P	0	0	0.1396
911	SPCS2P4	15.402	9.7439	13.1288
912	RP5-1053E7.2	0	0	0
913	RP5-1053E7.3	0	0	0
914	RNU6-176P	0	0	0
915	RNU7-29P	0	0	0
916	PTAFR	2.9478	0.854	0.1138
917	DNAJC8	18.115	13.7397	20.11
918	AL353354.1	0	0	0
919	ATPIF1	30.0755	52.6668	35.529
920	RP5-1092A3.4	5.8907	8.2342	2.435
921	RP5-1092A3.5	0.0693	0.0478	0
922	SESN2	7.2077	4.9086	3.7629
923	MED18	5.5198	4.8809	3.2976
924	PHACTR4	8.3283	8.1053	7.889
925	Y_RNA	0	0	0
926	RP1-308E4.1	0.0748	0.1546	0
927	RNU6ATAC27P	0	0	0
928	RCC1	12.6794	6.4351	6.6554
929	SNHG3	10.8	16.0482	24.4604
930	SNORA73B	4.0426	2.7861	18.8758
931	snoU13	0	0.406	0
932	PRDX3P2	0.0964	0.0332	0
933	TRNAU1AP	5.9044	2.9422	2.9465
934	SNHG12	11.2074	11.8714	9.0246
935	SNORD99	0	0	0
936	TAF12	7.2972	5.4981	6.0974
937	RAB42	0.635	0.1304	0.1133
938	RP11-442N24__B.1	0.271	0.1868	0.1263
939	RNU11	0	0.303	0
940	GMEB1	2.3621	2.1936	2.2253
941	SCARNA24	0	0	0
942	YTHDF2	24.416	15.5014	21.2642
943	OPRD1	0	0	0
944	RP1-212P9.2	0.0169	0.1859	0.0471
945	RP1-212P9.3	0.0543	0.0748	0.019
946	Y_RNA	0	0	0
947	EPB41	5.9035	1.8016	2.0677
948	RP4-604A21.1	0.089	0	0
949	Y_RNA	0	0	0
950	TMEM200B	0.6755	0.3725	0
951	RP11-242O24.3	0	0	0
952	SRSF4	52.4125	51.6157	54.5417
953	RP11-242O24.5	0.3682	0.7612	0.6435
954	MECR	3.9351	5.1083	3.4232
955	RP11-467D18.2	0.257	0.1771	0.3953
956	PTPRU	32.3243	20.4682	2.9391
957	AL645859.1	0	0	0
958	RP3-437I16.1	0	0	0
959	AL139151.1	0	0	0
960	RP11-810H18.1	0	0	0
961	AC092265.1	0	0	0
962	RP4-656G21.1	0	0	0
963	AL645944.1	0	0	0
964	RP11-179G8.1	0	0	0
965	RP11-111I12.1	0	0	0
966	RP5-893G23.1	0	0	0
967	RP3-357I16.1	0	0	0
968	RP4-591L5.1	0	0	0
969	RP4-591L5.2	0	0	0
970	MATN1	0.4093	0.4363	0.2012
971	MATN1-AS1	1.6688	2.3204	1.0081
972	LAPTM5	34.1493	4.7925	5.3021
973	MIR4420	0	0	0
974	RP5-1125N11.1	0	0	0
975	RP1-65J11.1	0	0	0.0155
976	RN7SKP91	0	0	0
977	RP1-65J11.5	0	0	0
978	SDC3	10.9195	8.841	4.834
979	PUM1	23.6154	13.6514	27.0504
980	SNORD103A	0.3425	1.1801	0.9578
981	SNORD103B	0.3425	0	0.7183
982	SNORD85	0	0	0
983	RP11-201O14.1	0	0	0
984	RP11-201O14.2	0	0	0.1263
985	SEPW1P	0	0	0
986	RP11-490K7.1	0	0	0
987	NKAIN1	0.0437	2.2529	0
988	SNRNP40	6.9319	7.2874	7.326
989	RP11-490K7.4	0.6066	0.8825	1.4607
990	ZCCHC17	14.4074	16.3376	12.7406
991	RP11-266K22.2	6.3066	4.2077	4.0339
992	FABP3	1.0335	3.4029	0.6021
993	SERINC2	88.7263	55.4696	26.3646
994	RP11-439L8.2	0	0	0
995	RNU6-40P	0	0	0
996	RP11-439L8.3	0.1516	0.0348	0
997	RP11-439L8.4	0.0645	0.0148	0
998	RP11-73M7.1	0.4485	0.2404	0.7317
999	TINAGL1	40.2107	14.9062	35.1886
1000	HCRTR1	0.0122	0	0.6799
1001	PEF1	20.4416	32.3574	77.2018
1002	RP11-73M7.9	0.6136	0.4652	0.9438
1003	RP11-73M7.6	1.8704	2.1673	1.8537
1004	COL16A1	31.76	36.7778	30.1034
1005	BAI2	1.4443	1.5243	0.9548
1006	MIR4254	0	0	0
1007	RP11-84A19.3	2.3036	0.0756	0.115
1008	SPOCD1	4.8245	0.0138	0.205
1009	RP11-84A19.2	0	0	0.0182
1010	RP11-84A19.4	0.4014	0.4841	0.3157
1011	PTP4A2	76.1015	30.2575	35.4489
1012	RP4-534N18.2	0.3988	0.2356	0.0398
1013	KHDRBS1	36.3242	26.8385	26.2333
1014	RP11-277A4.4	0	0	0.165
1015	TMEM39B	6.2835	5.0278	5.8256
1016	MIR5585	0	0	0
1017	KPNA6	12.5523	12.0704	14.9476
1018	RP4-622L5.2	7.0653	11.6253	11.4845
1019	TXLNA	15.8377	29.5389	28.8842
1020	CCDC28B	1.5887	4.3867	6.6861
1021	RP4-622L5.7	1.8449	6.5069	9.0592
1022	IQCC	2.4277	4.3111	8.5492
1023	DCDC2B	0.2888	1.1372	1.3266
1024	TMEM234	6.6553	14.9312	24.6508
1025	EIF3I	89.7813	116.5021	87.9013
1026	MTMR9LP	11.2601	10.3584	17.8935
1027	FAM167B	4.4684	15.2673	12.1219
1028	LCK	4.2368	1.1821	1.3897
1029	Y_RNA	0	0	0
1030	HDAC1	61.5965	50.5611	94.5124
1031	MARCKSL1	69.6202	62.5206	119.709
1032	RP4-811H24.9	0.0857	0.2364	0.1798
1033	TSSK3	0.501	0.5919	2.2518
1034	FAM229A	5.9838	11.4094	7.2513
1035	BSDC1	25.9011	33.5184	25.9755
1036	GAPDHP20	0	0	0
1037	RP11-395N6.4	0	0	0
1038	LRRC37A12P	0	0	0
1039	RN7SL122P	0	0	0
1040	RP1-27O5.3	0	0	0
1041	ZBTB8A	0.6052	0.2781	0.141
1042	ZBTB8OS	5.6851	6.3706	6.7452
1043	Y_RNA	0	0	0
1044	RBBP4	38.9677	12.679	24.5644
1045	SYNC	1.2403	0.3191	1.2487
1046	RP11-114B7.6	0	0	0.0521
1047	KIAA1522	68.5126	70.9819	39.9073
1048	YARS	6.7453	8.3727	12.1635
1049	S100PBP	5.1092	4.1996	7.0206
1050	FNDC5	0.2346	0.7501	1.0955
1051	HPCA	0.0827	0.2851	0.2024
1052	TMEM54	47.4649	59.5743	23.3389
1053	AL031602.1	0	0	0
1054	RNF19B	15.7874	5.4907	8.9152
1055	FKSG48	0	0	0
1056	RP4-803A2.1	0	0	0.0388
1057	RP4-803A2.2	0	0	0.1084
1058	AK2	16.0277	18.1294	32.0833
1059	RP1-117O3.2	0.2258	0.3536	0.33
1060	ADC	1.0238	1.0429	2.3829
1061	TRIM62	6.6969	6.8478	4.8458
1062	ZNF362	15.447	15.027	16.7126
1063	RP11-415J8.7	0.942	0.1731	0.8781
1064	AL513327.1	12.942	17.9291	17.4839
1065	A3GALT2	0.0279	0.077	0.0976
1066	RP11-415J8.3	3.0488	3.6207	7.936
1067	PHC2	29.7419	24.0919	32.848
1068	MIR3605	0.2945	0.203	0
1069	RN7SKP16	0.591	0.4073	2.3415
1070	RP11-415J8.5	0.0601	0.1657	0.042
1071	AL138837.1	0	0	0
1072	TLR12P	0	0	0
1073	ZSCAN20	0.8656	0.5545	0.6595
1074	RP4-580O19.2	0.1201	0.0552	0.1119
1075	CSMD2	0.0406	0.1219	0.2633
1076	HSPD1P14	0	0	0
1077	HMGB4	0.023	0	0
1078	RP5-1007G16.1	0.0261	0	0
1079	RNA5SP42	0	0	0
1080	C1orf94	0	0.0473	0
1081	AC115286.1	0	0	0
1082	RP4-657M3.2	0	0	0
1083	MIR552	0	0	0
1084	SMIM12	3.4	1.8941	3.7488
1085	GJB5	15.0853	7.1157	0.1824
1086	GJB4	4.5217	1.165	0.029
1087	RP1-34M23.5	5.7855	1.1962	0.0368
1088	AL121988.1	0	0	0
1089	GJB3	10.6116	4.7791	0.069
1090	GJA4	9.5033	5.7219	45.2373
1091	RP5-997D16.2	1.7181	1.2969	2.3166
1092	DLGAP3	0.2666	0.1276	0.1968
1093	SNORD112	0	0	0
1094	RP11-244H3.1	4.1548	2.8391	5.0895
1095	ZMYM6NB	24.9221	6.1156	19.6678
1096	ZMYM6	3.5772	6.9504	6.5421
1097	RP11-248I9.2	0	0	0
1098	ZMYM1	3.6176	3.2373	3.8727
1099	EFCAB14P1	0	0	0
1100	SFPQ	55.4481	49.1993	60.7079
1101	Y_RNA	0	0	0
1102	RN7SL136P	0	0	0
1103	ZMYM4	10.8231	12.8927	11.0755
1104	RN7SL503P	0	0	0
1105	SNORA62	0	0	0
1106	RPL5P4	39.4928	47.539	28.7031
1107	ZMYM4-AS1	1.9251	1.194	2.4674
1108	RNY5P1	0	0	0
1109	KIAA0319L	14.0488	15.4125	17.8795
1110	RP4-728D4.3	0	0.0202	0
1111	NCDN	10.6575	12.2415	14.5646
1112	RP4-728D4.2	0.5433	0.1182	0.1399
1113	TFAP2E	1.0899	1.2148	0.3292
1114	PSMB2	22.3217	19.2615	19.2348
1115	RN7SL281P	0	0	0
1116	C1orf216	2.5647	4.5475	3.7223
1117	CLSPN	0.1574	0.0387	0.055
1118	RP11-435D7.3	0.1093	0	0
1119	AGO4	10.7811	9.7959	6.8177
1120	AGO1	4.2331	6.6444	4.3338
1121	RP4-789D17.4	0	0	0
1122	RP4-789D17.5	0.3719	1.6915	0.936
1123	AGO3	2.0987	1.7989	3.5896
1124	RP4-665N4.8	0.3576	0.4004	0.3125
1125	RP4-665N4.4	0.0382	0.0789	0.0534
1126	TEKT2	0.2382	0.7389	2.155
1127	ADPRHL2	16.3335	22.5012	19.8758
1128	COL8A2	2.3083	2.6253	3.6422
1129	TRAPPC3	12.882	18.534	29.7223
1130	MAP7D1	23.7014	32.3884	26.8795
1131	RN7SL131P	0	0	0
1132	THRAP3	33.5704	43.6616	36.7575
1133	UBE2V2P4	0	0	0
1134	SH3D21	3.7647	10.9555	47.9893
1135	EVA1B	6.4937	7.5121	11.9984
1136	RP11-268J15.5	3.1767	12.217	67.1771
1137	STK40	8.3091	17.557	18.4774
1138	LSM10	9.7653	17.8698	17.3572
1139	RNU4-27P	0	0	0
1140	OSCP1	2.4051	2.2624	5.6978
1141	SNORA63	0	0	1.4366
1142	MRPS15	13.1914	16.651	16.369
1143	CSF3R	11.0879	1.1433	1.4407
1144	FTLP18	0	0	0
1145	RP4-614N24.1	0	0	0
1146	GRIK3	1.1769	1.0781	0.3177
1147	MIR4255	0	0	0
1148	RNU6-636P	0	0	0
1149	RP5-1180C18.1	0	0.1022	0
1150	RNA5SP43	0	0	0
1151	RP5-1090E8.1	0	0	0
1152	RP11-422J8.1	4.7928	21.9428	2.3175
1153	ZC3H12A	21.6888	99.1369	2.0985
1154	MEAF6	16.1077	60.855	14.3381
1155	MIR5581	0	0	0
1156	SNIP1	3.7178	4.0032	3.8757
1157	FTH1P1	0.2768	1.3354	0.1548
1158	RP3-423B22.5	0.2215	0.3816	0.3097
1159	DNALI1	2.2112	7.9755	8.3733
1160	GNL2	8.0621	8.1297	7.6093
1161	RSPO1	1.1371	0.1863	0.0065
1162	C1orf109	5.245	4.2153	4.4793
1163	CDCA8	1.4196	0.5755	0.6839
1164	EPHA10	0.6371	0.683	0.0938
1165	Y_RNA	0	0	0
1166	snoU13	0	0	0
1167	ACTN4P2	0	0	0
1168	RP11-109P14.2	0	0.1893	0
1169	MANEAL	2.0006	2.6567	1.2486
1170	RP11-109P14.9	2.4825	3.5378	1.9121
1171	YRDC	11.8305	9.2168	6.6294
1172	C1orf122	34.3931	118.5998	57.2859
1173	MTF1	3.4688	2.1452	1.9016
1174	AL929472.1	0	0	0
1175	RP11-109P14.8	0	0	0
1176	INPP5B	4.1498	2.4673	5.7279
1177	RP11-109P14.10	5.1436	6.9209	6.2075
1178	SNORA63	0.3636	0	1.0169
1179	RNU6-584P	0	0	0.2168
1180	SF3A3	15.2548	10.4662	12.3985
1181	RNU6-510P	0	0	0
1182	FHL3	10.6555	4.4365	2.9079
1183	UTP11L	7.2829	5.319	5.5783
1184	POU3F1	2.7763	0.0693	0.0774
1185	RP5-884C9.2	0.0861	0.1484	0.0602
1186	RP5-884C9.3	0.0866	0	0
1187	MIR3659	0	0	0
1188	RP11-214L19.1	0.0258	0.0178	0
1189	RNU6-753P	0	0	0
1190	RP11-329N22.1	0	0	0
1191	RP11-334L9.1	0.3156	0.0207	0
1192	RRAGC	7.2109	5.2917	5.1211
1193	RP5-864K19.4	1.6899	1.435	0.3587
1194	MYCBP	0	0	0
1195	RHBDL2	8.4903	2.0271	0.5371
1196	RNU6-605P	0	0	0
1197	Y_RNA	0	0	0
1198	RP11-781D11.1	0	0	0
1199	AKIRIN1	15.3875	20.2838	32.1386
1200	NDUFS5	117.8134	118.1614	169.2062
1201	MACF1	6.4787	5.1886	14.954
1202	RNU6-608P	0	0	0
1203	RNA5SP44	0	0	0
1204	RP11-416A14.1	0.1321	0.182	0.1385
1205	RP11-420K8.1	0	0.0728	0.5166
1206	RP11-420K8.2	0	0	0.0715
1207	BMP8A	0.4874	0.4559	29.2935
1208	OXCT2P1	0.1919	0.3835	4.6013
1209	RP11-69E11.4	3.382	7.2869	22.6328
1210	PPIEL	1.2297	0.2018	2.1288
1211	PABPC4	70.1394	29.1095	28.0814
1212	RP11-69E11.8	7.3232	2.6156	3.2513
1213	SNORA55	1.0909	0.1504	1.5253
1214	HEYL	2.2463	3.7837	14.6943
1215	RP1-144F13.3	0	0.0668	0.2709
1216	NT5C1A	0.0532	0	0
1217	HPCAL4	0.0364	0	0.2035
1218	PPIE	8.996	8.9556	6.157
1219	RP1-144F13.4	0	0	0
1220	RNU7-121P	0	0	0
1221	BMP8B	1.5261	0.9358	3.9445
1222	OXCT2	0.0968	0.2668	1.06
1223	RP1-118J21.25	0.4679	0.4073	0.792
1224	RP1-118J21.24	0	0	0
1225	TRIT1	17.0381	19.0483	14.7543
1226	Y_RNA	0	0	0
1227	MYCL	24.8129	8.933	2.4312
1228	RP1-118J21.5	7.1288	1.1119	0.3935
1229	Y_RNA	0	0	0
1230	MFSD2A	3.0436	0.6059	33.8549
1231	RP3-342P20.2	0.6094	0.112	12.4403
1232	CAP1	61.1848	32.6991	63.5896
1233	PPT1	33.7323	31.3878	28.9495
1234	RP11-115D7.3	0	1.0668	0
1235	RLF	9.1105	5.7165	5.2881
1236	RNU6-1237P	0	0	0
1237	TMCO2	0	0.0457	0.0463
1238	RP1-39G22.7	6.1927	11.236	8.071
1239	ZMPSTE24	13.1896	13.9971	14.2116
1240	RP1-39G22.4	0.1882	0.1297	0.0658
1241	COL9A2	17.3033	32.0735	5.1729
1242	RP1-228H13.1	0	0	0.0853
1243	SMAP2	40.837	10.9941	12.8249
1244	RP1-228H13.2	0	0	0
1245	ZFP69B	0.5307	0.7122	0.1757
1246	RP1-228H13.5	0.6502	0.3485	0.3873
1247	ZFP69	1.2877	1.9749	1.2553
1248	RP11-656D10.3	0.1947	1.1407	0.7488
1249	EXO5	3.1625	2.9608	1.9113
1250	RP11-656D10.5	3.818	3.2421	2.6693
1251	RP11-656D10.6	2.8051	2.4909	1.8103
1252	ZNF684	1.1921	1.5763	1.4907
1253	RP1-63P18.2	0	0	0
1254	GTF2F2P2	0	0	0
1255	RIMS3	0.5455	1.0886	0.6518
1256	RP4-739H11.3	0	0	0
1257	RP4-739H11.4	4.8536	5.4507	6.1641
1258	NFYC	15.3279	14.2975	16.4546
1259	MIR30E	0	0	0
1260	MIR30C1	0	0	0
1261	KCNQ4	0.3873	1.3442	0.3052
1262	RN7SL326P	0	0	0
1263	CITED4	7.0551	11.4238	4.3418
1264	RP5-1066H13.4	0	0	0
1265	RP11-348A7.1	0	0	0
1266	UBE2V1P8	0	0	0
1267	CTPS1	3.9756	4.0322	6.0103
1268	SLFNL1	0.41	1.5542	0.516
1269	SCMH1	20.4723	26.4105	14.0906
1270	RP4-635E8.1	0.118	0	0
1271	RP11-399E6.1	0.1806	0.0553	0.0982
1272	RP11-399E6.2	0.0941	0	0
1273	FOXO6	1.9406	2.7934	1.8462
1274	RP11-399E6.4	0.7475	4.07	1.9338
1275	RNA5SP45	0	0	0
1276	EDN2	4.6004	6.8735	0.201
1277	HIVEP3	0.762	2.212	2.1527
1278	RP11-486B10.3	0	0	0
1279	RP11-486B10.4	0.7683	3.1507	0.2507
1280	AL451006.1	0	0	0
1281	HNRNPFP1	0	0	0
1282	RP11-319C21.1	0	0	0
1283	GUCA2B	0.0987	0	0
1284	GUCA2A	0	0	0
1285	FOXJ3	14.6989	10.1036	13.3296
1286	RP11-223A3.1	1.0249	1.3512	0.4673
1287	RIMKLA	0.3968	0.8521	0.337
1288	RP11-157D18.2	0	0.1023	0
1289	ZMYND12	0.9737	1.9236	1.5203
1290	PPCS	24.6361	27.9938	27.0469
1291	CCDC30	0.5166	0.5807	1.7218
1292	RP11-163G10.2	0	0	0
1293	TMSB4XP1	11.812	3.806	4.29
1294	RNU6-536P	0	0	0
1295	RP11-163G10.4	0	0	0
1296	PPIH	7.6696	6.9008	7.3263
1297	RP5-994D16.3	0.7907	1.192	1.6239
1298	YBX1	144.5351	115.9438	107.5576
1299	CLDN19	0.1799	0.1014	0.0457
1300	LEPRE1	8.2137	8.7249	8.0707
1301	C1orf50	2.9919	3.4754	2.3504
1302	RP5-994D16.9	1.3388	0.9227	0.8084
